Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
24,1177.00,1.000,-7.489,1.0318394331968e+02,2.1793,68.8145,0.5517,13.5586,0.7937,0.0000,2.4666,0.0000,0.7249,0.0000,0.0000,2.5634,3.7441,3.4302,0.0000,3.3524,0.0000,0.0000,0.0000,0.0000,-1.7670924660072e+03,-1.3321684675936e+03,2.9991655926189e+02,4.7347086501301e+01,1.4208021059254e+02,5.5290510e-01,3.3278908e-02,3.6880418e-03,4.9279033e-03,0.0000000e+00,4.2594173e-02,0.0000000e+00,8.9542816e-03,0.0000000e+00,0.0000000e+00,3.1931705e-02,3.3674863e-05,1.0219913e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.5642519e-02,3.6437,6.5408102094565e+00,0.1479,-1.7203561952067e+02,-7.2407270165324e+01,6.8704680487263e+01,4.4239105754610e+01,1.9563578462076e+01,-1.9391280855279e+03,-1.4045757377589e+03, 3.6862123974915e+02, 9.1586192255910e+01, 1.6164378905461e+02, 4.3989816812745e-02,-4.3856511807064e-02, 4.8031057661868e-04, 4.7885506239325e-04, 6.0932428664225e-03,-8.3159798925812e-04, 1.2869309004378e-04, 1.7563868248478e-05
25,1176.00,1.000,-7.501,1.0318485804717e+02,2.1795,68.8139,0.5517,13.5585,0.7940,0.0000,2.4663,0.0000,0.7248,0.0000,0.0000,2.5633,3.7440,3.4302,0.0000,3.3533,0.0000,0.0000,0.0000,0.0000,-1.7668162993118e+03,-1.3323210867150e+03,2.9982763178190e+02,4.7342489154178e+01,1.4207935371586e+02,5.5287390e-01,3.3327298e-02,3.6807429e-03,4.9316301e-03,0.0000000e+00,4.2625395e-02,0.0000000e+00,8.9569443e-03,0.0000000e+00,0.0000000e+00,3.1932675e-02,3.3507255e-05,1.0209164e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.5789114e-02,3.6489,6.5399320153945e+00,0.1480,-1.7194383265427e+02,-7.2417110633047e+01,6.8681961544297e+01,4.4195266879228e+01,1.9563337647528e+01,-1.9387601319660e+03,-1.4047381973481e+03, 3.6850959332620e+02, 9.1537756033406e+01, 1.6164269136339e+02, 4.4000108532355e-02,-4.3817609552570e-02, 4.8067715922922e-04, 4.7868345752958e-04, 6.0932578837727e-03,-8.3138816553306e-04, 1.2870590441346e-04, 1.7561141807004e-05
26,1175.00,1.000,-7.512,1.0318577420354e+02,2.1798,68.8132,0.5517,13.5584,0.7944,0.0000,2.4659,0.0000,0.7248,0.0000,0.0000,2.5633,3.7440,3.4301,0.0000,3.3541,0.0000,0.0000,0.0000,0.0000,-1.7665402482751e+03,-1.3324737244449e+03,2.9973864850341e+02,4.7337892925360e+01,1.4207848768958e+02,5.5284269e-01,3.3375828e-02,3.6734484e-03,4.9353713e-03,0.0000000e+00,4.2656661e-02,0.0000000e+00,8.9596116e-03,0.0000000e+00,0.0000000e+00,3.1933646e-02,3.3340246e-05,1.0198412e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.5936114e-02,3.6542,6.5390525565550e+00,0.1481,-1.7185204449375e+02,-7.2426934232538e+01,6.8659221978821e+01,4.4151414258751e+01,1.9563109731868e+01,-1.9383922927689e+03,-1.4049006586775e+03, 3.6839787048223e+02, 9.1489307184111e+01, 1.6164159742145e+02, 4.4010429461950e-02,-4.3778697706965e-02, 4.8104451565455e-04, 4.7851163217212e-04, 6.0932716820573e-03,-8.3117838803589e-04, 1.2871869247887e-04, 1.7558415397712e-05
27,1174.00,1.000,-7.524,1.0318669179070e+02,2.1800,68.8126,0.5517,13.5582,0.7947,0.0000,2.4656,0.0000,0.7248,0.0000,0.0000,2.5633,3.7440,3.4301,0.0000,3.3549,0.0000,0.0000,0.0000,0.0000,-1.7662643129733e+03,-1.3326263808062e+03,2.9964960934744e+02,4.7333297815855e+01,1.4207761249700e+02,5.5281146e-01,3.3424499e-02,3.6661583e-03,4.9391270e-03,0.0000000e+00,4.2687969e-02,0.0000000e+00,8.9622835e-03,0.0000000e+00,0.0000000e+00,3.1934618e-02,3.3173835e-05,1.0187656e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6083518e-02,3.6594,6.5381718315447e+00,0.1482,-1.7176025504790e+02,-7.2436740953409e+01,6.8636461761323e+01,4.4107547870025e+01,1.9562894789981e+01,-1.9380245680212e+03,-1.4050631217596e+03, 3.6828607110876e+02, 9.1440845685880e+01, 1.6164050728698e+02, 4.4020779711340e-02,-4.3739776239410e-02, 4.8141264859427e-04, 4.7833958567778e-04, 6.0932842602030e-03,-8.3096865659665e-04, 1.2873145420605e-04, 1.7555689016841e-05
28,1173.00,1.000,-7.535,1.0318761081057e+02,2.1802,68.8120,0.5517,13.5581,0.7951,0.0000,2.4652,0.0000,0.7248,0.0000,0.0000,2.5633,3.7439,3.4301,0.0000,3.3557,0.0000,0.0000,0.0000,0.0000,-1.7659884934824e+03,-1.3327790558217e+03,2.9956051423481e+02,4.7328703826665e+01,1.4207672812139e+02,5.5278021e-01,3.3473311e-02,3.6588726e-03,4.9428972e-03,0.0000000e+00,4.2719320e-02,0.0000000e+00,8.9649600e-03,0.0000000e+00,0.0000000e+00,3.1935592e-02,3.3008021e-05,1.0176898e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6231329e-02,3.6647,6.5372898389745e+00,0.1484,-1.7166846432565e+02,-7.2446530785376e+01,6.8613680862258e+01,4.4063667689855e+01,1.9562692897211e+01,-1.9376569578080e+03,-1.4052255866071e+03, 3.6817419509707e+02, 9.1392371516519e+01, 1.6163942101860e+02, 4.4031159390824e-02,-4.3700845118922e-02, 4.8178156076041e-04, 4.7816731740048e-04, 6.0932956171249e-03,-8.3075897104436e-04, 1.2874418956075e-04, 1.7552962660607e-05
29,1172.00,1.000,-7.547,1.0318853126507e+02,2.1805,68.8114,0.5517,13.5580,0.7954,0.0000,2.4649,0.0000,0.7248,0.0000,0.0000,2.5633,3.7439,3.4300,0.0000,3.3566,0.0000,0.0000,0.0000,0.0000,-1.7657127898782e+03,-1.3329317495144e+03,2.9947136308605e+02,4.7324110958772e+01,1.4207583454594e+02,5.5274895e-01,3.3522265e-02,3.6515912e-03,4.9466820e-03,0.0000000e+00,4.2750714e-02,0.0000000e+00,8.9676412e-03,0.0000000e+00,0.0000000e+00,3.1936568e-02,3.2842802e-05,1.0166136e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6379547e-02,3.6700,6.5364065774661e+00,0.1485,-1.7157667233631e+02,-7.2456303718337e+01,6.8590879252118e+01,4.4019773695046e+01,1.9562504129353e+01,-1.9372894622145e+03,-1.4053880532327e+03, 3.6806224233817e+02, 9.1343884653818e+01, 1.6163833867530e+02, 4.4041568611233e-02,-4.3661904314421e-02, 4.8215125487760e-04, 4.7799482669140e-04, 6.0933057517184e-03,-8.3054933120598e-04, 1.2875689850839e-04, 1.7550236325190e-05
30,1171.00,1.000,-7.559,1.0318945315611e+02,2.1807,68.8108,0.5517,13.5579,0.7958,0.0000,2.4645,0.0000,0.7248,0.0000,0.0000,2.5632,3.7439,3.4300,0.0000,3.3574,0.0000,0.0000,0.0000,0.0000,-1.7654372022363e+03,-1.3330844619069e+03,2.9938215582139e+02,4.7319519213144e+01,1.4207493175379e+02,5.5271766e-01,3.3571362e-02,3.6443143e-03,4.9504815e-03,0.0000000e+00,4.2782152e-02,0.0000000e+00,8.9703271e-03,0.0000000e+00,0.0000000e+00,3.1937546e-02,3.2678178e-05,1.0155371e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6528175e-02,3.6753,6.5355220456486e+00,0.1486,-1.7148487908943e+02,-7.2466059742326e+01,6.8568056901393e+01,4.3975865862380e+01,1.9562328562639e+01,-1.9369220813258e+03,-1.4055505216492e+03, 3.6795021272278e+02, 9.1295385075525e+01, 1.6163726031643e+02, 4.4052007483909e-02,-4.3622953794706e-02, 4.8252173368310e-04, 4.7782211289890e-04, 6.0933146628630e-03,-8.3033973690696e-04, 1.2876958101405e-04, 1.7547510006744e-05
31,1170.00,1.000,-7.570,1.0319037648560e+02,2.1809,68.8102,0.5517,13.5578,0.7961,0.0000,2.4642,0.0000,0.7248,0.0000,0.0000,2.5632,3.7438,3.4300,0.0000,3.3582,0.0000,0.0000,0.0000,0.0000,-1.7651617306328e+03,-1.3332371930221e+03,2.9929289236092e+02,4.7314928590753e+01,1.4207401972805e+02,5.5268636e-01,3.3620602e-02,3.6370418e-03,4.9542957e-03,0.0000000e+00,4.2813632e-02,0.0000000e+00,8.9730176e-03,0.0000000e+00,0.0000000e+00,3.1938525e-02,3.2514147e-05,1.0144603e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6677214e-02,3.6805,6.5346362421520e+00,0.1487,-1.7139308459465e+02,-7.2475798847456e+01,6.8545213780498e+01,4.3931944168570e+01,1.9562166273754e+01,-1.9365548152274e+03,-1.4057129918695e+03, 3.6783810614142e+02, 9.1246872759322e+01, 1.6163618600180e+02, 4.4062476120681e-02,-4.3583993528408e-02, 4.8289299992672e-04, 4.7764917536810e-04, 6.0933223494313e-03,-8.3013018797226e-04, 1.2878223704267e-04, 1.7544783701407e-05
32,1169.00,1.000,-7.582,1.0319130125544e+02,2.1812,68.8096,0.5517,13.5576,0.7965,0.0000,2.4638,0.0000,0.7248,0.0000,0.0000,2.5632,3.7438,3.4300,0.0000,3.3591,0.0000,0.0000,0.0000,0.0000,-1.7648863751428e+03,-1.3333899428826e+03,2.9920357262432e+02,4.7310339092532e+01,1.4207309845171e+02,5.5265504e-01,3.3669985e-02,3.6297738e-03,4.9581247e-03,0.0000000e+00,4.2845155e-02,0.0000000e+00,8.9757128e-03,0.0000000e+00,0.0000000e+00,3.1939506e-02,3.2350709e-05,1.0133832e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6826666e-02,3.6858,6.5337491656234e+00,0.1489,-1.7130128886213e+02,-7.2485521024082e+01,6.8522349859956e+01,4.3888008590369e+01,1.9562017339857e+01,-1.9361876640049e+03,-1.4058754639067e+03, 3.6772592248427e+02, 9.1198347682901e+01, 1.6163511579156e+02, 4.4072974633943e-02,-4.3545023484098e-02, 4.8326505637126e-04, 4.7747601344166e-04, 6.0933288102676e-03,-8.2992068422381e-04, 1.2879486655866e-04, 1.7542057405266e-05
33,1168.00,1.000,-7.594,1.0319222746753e+02,2.1814,68.8089,0.5517,13.5575,0.7968,0.0000,2.4635,0.0000,0.7248,0.0000,0.0000,2.5632,3.7438,3.4299,0.0000,3.3599,0.0000,0.0000,0.0000,0.0000,-1.7646111358419e+03,-1.3335427115111e+03,2.9911419653110e+02,4.7305750719424e+01,1.4207216790775e+02,5.5262370e-01,3.3719513e-02,3.6225102e-03,4.9619685e-03,0.0000000e+00,4.2876722e-02,0.0000000e+00,8.9784127e-03,0.0000000e+00,0.0000000e+00,3.1940488e-02,3.2187862e-05,1.0123058e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.6976531e-02,3.6911,6.5328608147097e+00,0.1490,-1.7120949190206e+02,-7.2495226262622e+01,6.8499465110197e+01,4.3844059104453e+01,1.9561881838546e+01,-1.9358206277440e+03,-1.4060379377738e+03, 3.6761366164129e+02, 9.1149809823877e+01, 1.6163404974629e+02, 4.4083503136574e-02,-4.3506043630169e-02, 4.8363790579216e-04, 4.7730262645894e-04, 6.0933340442108e-03,-8.2971122548329e-04, 1.2880746952630e-04, 1.7539331114401e-05
34,1167.00,1.000,-7.605,1.0319315512375e+02,2.1816,68.8083,0.5517,13.5574,0.7972,0.0000,2.4631,0.0000,0.7248,0.0000,0.0000,2.5631,3.7437,3.4299,0.0000,3.3607,0.0000,0.0000,0.0000,0.0000,-1.7643360128054e+03,-1.3336954989302e+03,2.9902476400044e+02,4.7301163472344e+01,1.4207122807905e+02,5.5259234e-01,3.3769186e-02,3.6152511e-03,4.9658271e-03,0.0000000e+00,4.2908332e-02,0.0000000e+00,8.9811173e-03,0.0000000e+00,0.0000000e+00,3.1941473e-02,3.2025604e-05,1.0112281e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7126811e-02,3.6965,6.5319711880696e+00,0.1491,-1.7111769372504e+02,-7.2504914553689e+01,6.8476559501700e+01,4.3800095687504e+01,1.9561759847890e+01,-1.9354537065305e+03,-1.4062004134839e+03, 3.6750132350214e+02, 9.1101259159847e+01, 1.6163298792694e+02, 4.4094061741999e-02,-4.3467053934917e-02, 4.8401155097792e-04, 4.7712901375654e-04, 6.0933380500780e-03,-8.2950181157011e-04, 1.2882004590946e-04, 1.7536604824850e-05
35,1166.00,1.000,-7.617,1.0319408422597e+02,2.1819,68.8077,0.5517,13.5573,0.7976,0.0000,2.4628,0.0000,0.7248,0.0000,0.0000,2.5631,3.7437,3.4299,0.0000,3.3615,0.0000,0.0000,0.0000,0.0000,-1.7640610061080e+03,-1.3338483051621e+03,2.9893527495108e+02,4.7296577352163e+01,1.4207027894842e+02,5.5256097e-01,3.3819004e-02,3.6079964e-03,4.9697008e-03,0.0000000e+00,4.2939985e-02,0.0000000e+00,8.9838267e-03,0.0000000e+00,0.0000000e+00,3.1942459e-02,3.1863936e-05,1.0101501e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7277509e-02,3.7018,6.5310802843908e+00,0.1493,-1.7102589434247e+02,-7.2514585888275e+01,6.8453633005166e+01,4.3756118316319e+01,1.9561651446498e+01,-1.9350869004505e+03,-1.4063628910504e+03, 3.6738890795624e+02, 9.1052695668482e+01, 1.6163193039492e+02, 4.4104650564268e-02,-4.3428054366645e-02, 4.8438599473046e-04, 4.7695517466901e-04, 6.0933408266440e-03,-8.2929244229903e-04, 1.2883259567123e-04, 1.7533878532568e-05
36,1165.00,1.000,-7.629,1.0319501477613e+02,2.1821,68.8071,0.5516,13.5571,0.7979,0.0000,2.4624,0.0000,0.7248,0.0000,0.0000,2.5631,3.7437,3.4298,0.0000,3.3624,0.0000,0.0000,0.0000,0.0000,-1.7637861158262e+03,-1.3340011302301e+03,2.9884572930230e+02,4.7291992359875e+01,1.4206932049879e+02,5.5252958e-01,3.3868968e-02,3.6007462e-03,4.9735894e-03,0.0000000e+00,4.2971682e-02,0.0000000e+00,8.9865407e-03,0.0000000e+00,0.0000000e+00,3.1943446e-02,3.1702855e-05,1.0090718e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7428625e-02,3.7071,6.5301881022858e+00,0.1494,-1.7093409376383e+02,-7.2524240256604e+01,6.8430685590419e+01,4.3712126967116e+01,1.9561556713188e+01,-1.9347202095901e+03,-1.4065253704867e+03, 3.6727641489271e+02, 9.1004119326991e+01, 1.6163087721198e+02, 4.4115269717582e-02,-4.3389044893000e-02, 4.8476123986288e-04, 4.7678110852429e-04, 6.0933423727723e-03,-8.2908311749575e-04, 1.2884511877622e-04, 1.7531152233696e-05
37,1164.00,1.000,-7.641,1.0319594677605e+02,2.1823,68.8065,0.5516,13.5570,0.7983,0.0000,2.4621,0.0000,0.7248,0.0000,0.0000,2.5631,3.7436,3.4298,0.0000,3.3632,0.0000,0.0000,0.0000,0.0000,-1.7635113420335e+03,-1.3341539741559e+03,2.9875612697188e+02,4.7287408496264e+01,1.4206835271272e+02,5.5249817e-01,3.3919078e-02,3.5935005e-03,4.9774931e-03,0.0000000e+00,4.3003422e-02,0.0000000e+00,8.9892596e-03,0.0000000e+00,0.0000000e+00,3.1944436e-02,3.1542361e-05,1.0079932e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7580160e-02,3.7124,6.5292946404936e+00,0.1495,-1.7084229200201e+02,-7.2533877650365e+01,6.8407717228533e+01,4.3668121616882e+01,1.9561475727622e+01,-1.9343536340355e+03,-1.4066878518062e+03, 3.6716384420042e+02, 9.0955530113145e+01, 1.6162982844035e+02, 4.4125919317221e-02,-4.3350025482255e-02, 4.8513728920418e-04, 4.7660681465249e-04, 6.0933426871602e-03,-8.2887383696652e-04, 1.2885761518612e-04, 1.7528425924039e-05
38,1163.00,1.000,-7.653,1.0319688022760e+02,2.1825,68.8058,0.5516,13.5569,0.7987,0.0000,2.4617,0.0000,0.7248,0.0000,0.0000,2.5631,3.7436,3.4298,0.0000,3.3641,0.0000,0.0000,0.0000,0.0000,-1.7632366848051e+03,-1.3343068369620e+03,2.9866646787813e+02,4.7282825762220e+01,1.4206737557292e+02,5.5246674e-01,3.3969336e-02,3.5862594e-03,4.9814119e-03,0.0000000e+00,4.3035205e-02,0.0000000e+00,8.9919832e-03,0.0000000e+00,0.0000000e+00,3.1945427e-02,3.1382452e-05,1.0069143e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7732117e-02,3.7178,6.5283998976891e+00,0.1497,-1.7075048906826e+02,-7.2543498060604e+01,6.8384727889821e+01,4.3624102242096e+01,1.9561408569701e+01,-1.9339871738734e+03,-1.4068503350226e+03, 3.6705119576795e+02, 9.0906928004316e+01, 1.6162878414262e+02, 4.4136599478671e-02,-4.3310996102094e-02, 4.8551414559488e-04, 4.7643229237752e-04, 6.0933417685800e-03,-8.2866460052696e-04, 1.2887008486385e-04, 1.7525699599559e-05
39,1162.00,1.000,-7.664,1.0319781513268e+02,2.1828,68.8052,0.5516,13.5568,0.7990,0.0000,2.4613,0.0000,0.7248,0.0000,0.0000,2.5630,3.7436,3.4297,0.0000,3.3649,0.0000,0.0000,0.0000,0.0000,-1.7629621442165e+03,-1.3344597186710e+03,2.9857675193916e+02,4.7278244158641e+01,1.4206638906204e+02,5.5243529e-01,3.4019741e-02,3.5790227e-03,4.9853458e-03,0.0000000e+00,4.3067032e-02,0.0000000e+00,8.9947115e-03,0.0000000e+00,0.0000000e+00,3.1946420e-02,3.1223128e-05,1.0058350e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.7884497e-02,3.7231,6.5275038725410e+00,0.1498,-1.7065868497372e+02,-7.2553101478354e+01,6.8361717544450e+01,4.3580068819118e+01,1.9561355319775e+01,-1.9336208291902e+03,-1.4070128201493e+03, 3.6693846948361e+02, 9.0858312977759e+01, 1.6162774438181e+02, 4.4147310317894e-02,-4.3271956719982e-02, 4.8589181188848e-04, 4.7625754101965e-04, 6.0933396158055e-03,-8.2845540799320e-04, 1.2888252777238e-04, 1.7522973256226e-05
40,1161.00,1.000,-7.676,1.0319875149307e+02,2.1830,68.8046,0.5516,13.5567,0.7994,0.0000,2.4610,0.0000,0.7247,0.0000,0.0000,2.5630,3.7435,3.4297,0.0000,3.3657,0.0000,0.0000,0.0000,0.0000,-1.7626877203400e+03,-1.3346126193043e+03,2.9848697907175e+02,4.7273663686239e+01,1.4206539316241e+02,5.5240383e-01,3.4070295e-02,3.5717906e-03,4.9892951e-03,0.0000000e+00,4.3098903e-02,0.0000000e+00,8.9974447e-03,0.0000000e+00,0.0000000e+00,3.1947414e-02,3.1064387e-05,1.0047555e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8037302e-02,3.7285,6.5266065638335e+00,0.1499,-1.7056687973263e+02,-7.2562687896006e+01,6.8338686163709e+01,4.3536021324999e+01,1.9561316059004e+01,-1.9332546000727e+03,-1.4071753072003e+03, 3.6682566523546e+02, 9.0809685011238e+01, 1.6162670922142e+02, 4.4158051951888e-02,-4.3232907303931e-02, 4.8627029095435e-04, 4.7608255990075e-04, 6.0933362274591e-03,-8.2824625916375e-04, 1.2889494387195e-04, 1.7520246889704e-05
41,1160.00,1.000,-7.688,1.0319968931070e+02,2.1832,68.8040,0.5516,13.5565,0.7998,0.0000,2.4606,0.0000,0.7247,0.0000,0.0000,2.5630,3.7435,3.4297,0.0000,3.3666,0.0000,0.0000,0.0000,0.0000,-1.7624134132523e+03,-1.3347655388850e+03,2.9839714919394e+02,4.7269084345960e+01,1.4206438785671e+02,5.5237234e-01,3.4120997e-02,3.5645630e-03,4.9932596e-03,0.0000000e+00,4.3130817e-02,0.0000000e+00,9.0001826e-03,0.0000000e+00,0.0000000e+00,3.1948411e-02,3.0906228e-05,1.0036757e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8190532e-02,3.7338,6.5257079702074e+00,0.1500,-1.7047507335554e+02,-7.2572257304416e+01,6.8315633717299e+01,4.3491959735751e+01,1.9561290868563e+01,-1.9328884866078e+03,-1.4073377961894e+03, 3.6671278291124e+02, 9.0761044081711e+01, 1.6162567872527e+02, 4.4168824497502e-02,-4.3193847820859e-02, 4.8664958567177e-04, 4.7590734833297e-04, 6.0933316023373e-03,-8.2803715385827e-04, 1.2890733312582e-04, 1.7517520496016e-05
42,1159.00,1.000,-7.700,1.0320062858737e+02,2.1835,68.8033,0.5516,13.5564,0.8002,0.0000,2.4603,0.0000,0.7247,0.0000,0.0000,2.5630,3.7435,3.4296,0.0000,3.3674,0.0000,0.0000,0.0000,0.0000,-1.7621392230267e+03,-1.3349184774348e+03,2.9830726222246e+02,4.7264506138568e+01,1.4206337312726e+02,5.5234084e-01,3.4171849e-02,3.5573399e-03,4.9972395e-03,0.0000000e+00,4.3162774e-02,0.0000000e+00,9.0029254e-03,0.0000000e+00,0.0000000e+00,3.1949409e-02,3.0748650e-05,1.0025955e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8344190e-02,3.7392,6.5248080904122e+00,0.1502,-1.7038326585589e+02,-7.2581809695717e+01,6.8292560175978e+01,4.3447884028035e+01,1.9561279830435e+01,-1.9325224888826e+03,-1.4075002871305e+03, 3.6659982239844e+02, 9.0712390166603e+01, 1.6162465295769e+02, 4.4179628072596e-02,-4.3154778238190e-02, 4.8702969893590e-04, 4.7573190562978e-04, 6.0933257390933e-03,-8.2782809187973e-04, 1.2891969549474e-04, 1.7514794070898e-05
43,1158.00,1.000,-7.712,1.0320156932493e+02,2.1837,68.8027,0.5516,13.5563,0.8005,0.0000,2.4599,0.0000,0.7247,0.0000,0.0000,2.5629,3.7434,3.4296,0.0000,3.3683,0.0000,0.0000,0.0000,0.0000,-1.7618651497375e+03,-1.3350714349758e+03,2.9821731807406e+02,4.7259929064862e+01,1.4206234895641e+02,5.5230933e-01,3.4222851e-02,3.5501215e-03,5.0012348e-03,0.0000000e+00,4.3194776e-02,0.0000000e+00,9.0056730e-03,0.0000000e+00,0.0000000e+00,3.1950409e-02,3.0591651e-05,1.0015151e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8498277e-02,3.7445,6.5239069231789e+00,0.1503,-1.7029145724669e+02,-7.2591345061903e+01,6.8269465510217e+01,4.3403794178302e+01,1.9561283027009e+01,-1.9321566069842e+03,-1.4076627800377e+03, 3.6648678358428e+02, 9.0663723243164e+01, 1.6162363198342e+02, 4.4190462795459e-02,-4.3115698523040e-02, 4.8741063365486e-04, 4.7555623110030e-04, 6.0933186363980e-03,-8.2761907303363e-04, 1.2893203093968e-04, 1.7512067610126e-05
44,1157.00,1.000,-7.724,1.0320251152519e+02,2.1839,68.8021,0.5516,13.5562,0.8009,0.0000,2.4595,0.0000,0.7247,0.0000,0.0000,2.5629,3.7434,3.4296,0.0000,3.3691,0.0000,0.0000,0.0000,0.0000,-1.7615911934584e+03,-1.3352244115299e+03,2.9812731666504e+02,4.7255353125602e+01,1.4206131532639e+02,5.5227779e-01,3.4274004e-02,3.5429075e-03,5.0052456e-03,0.0000000e+00,4.3226821e-02,0.0000000e+00,9.0084254e-03,0.0000000e+00,0.0000000e+00,3.1951410e-02,3.0435232e-05,1.0004344e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8652795e-02,3.7499,6.5230044672596e+00,0.1504,-1.7019964754160e+02,-7.2600863395269e+01,6.8246349690622e+01,4.3359690163063e+01,1.9561300541198e+01,-1.9317908410000e+03,-1.4078252749252e+03, 3.6637366635566e+02, 9.0615043288665e+01, 1.6162261586759e+02, 4.4201328784996e-02,-4.3076608642469e-02, 4.8779239275081e-04, 4.7538032405108e-04, 6.0933102928893e-03,-8.2741009712195e-04, 1.2894433942105e-04, 1.7509341109413e-05
45,1156.00,1.000,-7.736,1.0320345519001e+02,2.1842,68.8015,0.5516,13.5560,0.8013,0.0000,2.4592,0.0000,0.7247,0.0000,0.0000,2.5629,3.7434,3.4296,0.0000,3.3699,0.0000,0.0000,0.0000,0.0000,-1.7613173542639e+03,-1.3353774071192e+03,2.9803725791178e+02,4.7250778321592e+01,1.4206027221949e+02,5.5224624e-01,3.4325309e-02,3.5356982e-03,5.0092719e-03,0.0000000e+00,4.3258910e-02,0.0000000e+00,9.0111827e-03,0.0000000e+00,0.0000000e+00,3.1952414e-02,3.0279390e-05,9.9935333e-03,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8807745e-02,3.7553,6.5221007213827e+00,0.1506,-1.7010783675367e+02,-7.2610364687912e+01,6.8223212687466e+01,4.3315571958590e+01,1.9561332456337e+01,-1.9314251910175e+03,-1.4079877718071e+03, 3.6626047059925e+02, 9.0566350280183e+01, 1.6162160467583e+02, 4.4212226160520e-02,-4.3037508563198e-02, 4.8817497915884e-04, 4.7520418378408e-04, 6.0933007072288e-03,-8.2720116394991e-04, 1.2895662089960e-04, 1.7506614564525e-05
